saledate,saledate_y,ward,age,rmdl,ttl_bathrms,heat_d,ac,num_units,rooms,bedrms,stories,log_gba,extwall_d,roof_d,floor_d,kitchens,fireplaces,landarea,price,log_price
2021-07-22,2021,7,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,6.858565034791365,Brick,Flat,Hard,1,0,"1,000 to 1,999",520000.0,13.16158409055761
2021-07-22,2021,5,61 to 70,Yes,2,Dual Climate,Yes,1,6,3,2 or Fewer,7.080026499922591,Brick,Shingle,Hard,1,0,"2,000 to 4,999",560000.0,13.235692062711331
2021-07-22,2021,8,71 to 80,No,2,Hot Water,No,1,6,3,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,0,"2,000 to 4,999",387755.0,12.868128975862158
2021-07-22,2021,8,91 to 100,Yes,2,Forced Air,Yes,1,6,3,2 or Fewer,7.076653815443951,Brick,Metal,Hard,1,0,"1,000 to 1,999",469000.0,13.058358047428417
2021-07-22,2021,5,91 to 100,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.162397497355718,Brick,Metal,Hard,1,0,"1,000 to 1,999",826000.0,13.624350052503114
2021-07-23,2021,5,111 or More,No,3.5,Hot Water,No,1,7,3,2 or Fewer,7.1372784372603855,Brick,Metal,Hard,1,0,999 or Fewer,730000.0,13.500799813124575
2021-07-23,2021,6,71 to 80,Yes,4 or More,Hot Water,No,2 or More,10 or More,4,2 or Fewer,7.9229859587111955,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",1850000.0,14.430696197054507
2021-07-23,2021,3,81 to 90,Yes,3.5,Other,Yes,1,7,4,2 or Fewer,7.578145472419466,Siding and Stucco,Tile,Hard,1,1,"5,000 or More",1750000.0,14.375126345899696
2021-07-23,2021,4,81 to 90,No,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.266827347520591,Brick,Metal,Hard,1,1,"2,000 to 4,999",813000.0,13.608486388529947
2021-07-23,2021,6,91 to 100,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.215239978730097,Brick,Flat,Hard,1,0,"1,000 to 1,999",887000.0,13.695600261291716
2021-07-23,2021,7,11 to 60,Yes,3.5,Forced Air,Yes,1,10 or More,5 or More,2 or Fewer,8.420462002456466,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",740000.0,13.514405465180353
2021-07-23,2021,7,61 to 70,No,1,Hot Water,Yes,1,8,3,2 or Fewer,7.759614150696903,Brick,Shingle,Hard,1,1,"2,000 to 4,999",599000.0,13.303016877097587
2021-07-23,2021,3,11 to 60,No,3.5,Dual Climate,Yes,1,8,3,2 or Fewer,7.24422751560335,Brick,Shingle,Hard,2 or More,1,999 or Fewer,980000.0,13.795307850646754
2021-07-23,2021,6,101 to 110,Yes,3.5,Forced Air,Yes,1,9,3,2 or Fewer,6.915723448631314,Brick,Flat,Hard,1,0,999 or Fewer,895000.0,13.704578997256993
2021-07-23,2021,3,91 to 100,Yes,4 or More,Dual Climate,Yes,1,8,4,2 or Fewer,8.248790733696413,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",2495000.0,14.729799287167756
2021-07-23,2021,5,71 to 80,Yes,1.5,Hot Water,No,1,7,3,2 or Fewer,7.090076835776092,Brick,Shingle,Hard,1,0,"2,000 to 4,999",695000.0,13.45166712454693
2021-07-23,2021,6,111 or More,Yes,3.5,Forced Air,Yes,1,6,3,2 or Fewer,7.7475968386928855,Brick,Metal,Hard,1,0,"1,000 to 1,999",1345000.0,14.111904571018076
2021-07-23,2021,3,81 to 90,Yes,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2.5 or More,7.8083230503910555,Brick,Tile,Hard,1,2 or More,"5,000 or More",2295000.0,14.646243401476783
2021-07-23,2021,7,81 to 90,Yes,4 or More,Forced Air,Yes,2 or More,10 or More,4,2 or Fewer,7.587817219993427,Brick,Shingle,Hard,2 or More,0,"2,000 to 4,999",685000.0,13.437174117244362
2021-07-23,2021,7,91 to 100,Yes,1,Hot Water,No,1,6,2 or Fewer,2 or Fewer,7.160845906664299,Brick,Flat,Hard,1,0,"1,000 to 1,999",757000.0,13.537118532419585
2021-07-26,2021,1,101 to 110,Yes,2.5,Forced Air,Yes,1,6,4,2 or Fewer,7.154615356913663,Brick,Flat,Hard,2 or More,0,"1,000 to 1,999",912000.0,13.723395269056468
2021-07-26,2021,7,111 or More,Yes,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.412160334945205,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",525000.0,13.17115354157376
2021-07-26,2021,7,71 to 80,Yes,1.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.697034247666484,Brick,Shingle,Hard,1,0,"2,000 to 4,999",360000.0,12.793859310432293
2021-07-26,2021,6,11 to 60,Yes,3.5,Dual Climate,Yes,2 or More,10 or More,5 or More,2.5 or More,7.848153086199526,Brick,Shingle,Hard,2 or More,2 or More,"1,000 to 1,999",1525000.0,14.237504968023648
2021-07-26,2021,2,111 or More,No,1,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.899723107284872,Siding and Stucco,Flat,Hard,1,0,"1,000 to 1,999",725000.0,13.493926933836812
2021-07-26,2021,6,91 to 100,Yes,3.5,Forced Air,Yes,2 or More,6,4,2 or Fewer,7.3537223303996315,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",1375000.0,14.133964289082808
2021-07-26,2021,6,111 or More,Yes,2,Forced Air,Yes,1,6,3,2 or Fewer,7.188412736496954,Brick,Flat,Hard,1,0,"1,000 to 1,999",750000.0,13.527828485512494
2021-07-26,2021,1,111 or More,Yes,3.5,Hot Water,Yes,2 or More,8,4,2 or Fewer,7.331714969726466,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",1102000.0,13.912637268694997
2021-07-26,2021,8,11 to 60,Yes,3,Forced Air,Yes,1,8,4,2 or Fewer,7.113142108707088,Brick,Shingle,Hard,1,0,"5,000 or More",565000.0,13.244581010128577
2021-07-26,2021,5,111 or More,Yes,3,Hot Water,Yes,1,7,3,2 or Fewer,7.470793774195062,Brick,Shingle,Hard,1,1,"5,000 or More",1030000.0,13.845069360205818
2021-07-26,2021,7,61 to 70,No,1,Dual Climate,Yes,1,7,3,2 or Fewer,6.931471805599453,Brick,Flat,Hard,1,0,"1,000 to 1,999",341000.0,12.739637756265655
2021-07-26,2021,3,81 to 90,Yes,3.5,Dual Climate,Yes,1,9,4,2.5 or More,7.704361167910313,Brick,Tile,Hard,1,1,"5,000 or More",1625000.0,14.301018373745976
2021-07-26,2021,1,81 to 90,Yes,2,Dual Climate,Yes,1,6,3,2 or Fewer,7.251344983372214,Brick,Flat,Hard,1,2 or More,"1,000 to 1,999",1030000.0,13.845069360205818
2021-07-26,2021,4,61 to 70,Yes,2,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.802394763324311,Brick,Flat,Hard,1,0,"2,000 to 4,999",530000.0,13.180632285528304
2021-07-26,2021,8,71 to 80,Yes,2,Forced Air,Yes,1,7,4,2 or Fewer,7.37650812632622,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",325000.0,12.691580461311874
2021-07-27,2021,3,91 to 100,Yes,3.5,Other,Yes,2 or More,8,5 or More,2 or Fewer,7.796880342783522,Brick,Tile,Hard,2 or More,1,"2,000 to 4,999",1944600.0,14.480566858357694
2021-07-27,2021,7,81 to 90,No,1.5,Hot Water,No,1,6,3,2 or Fewer,7.237059026124737,Stone,Flat,Hard,1,1,"2,000 to 4,999",380000.0,12.84792653170257
2021-07-27,2021,6,11 to 60,No,2,Forced Air,Yes,2 or More,8,4,2 or Fewer,7.640123172695364,Brick,Metal,Hard,2 or More,2 or More,"1,000 to 1,999",1100000.0,13.9108207377686
2021-07-27,2021,5,61 to 70,Yes,2.5,Dual Climate,Yes,1,7,4,2 or Fewer,7.069874128458572,Brick,Flat,Hard,1,0,"2,000 to 4,999",669000.0,13.413539339110365
2021-07-27,2021,5,11 to 60,No,3,Forced Air,Yes,1,7,3,2 or Fewer,7.297091005160418,Brick,Shingle,Hard,1,1,"2,000 to 4,999",711425.0,13.4750252798526
2021-07-27,2021,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.232733136177615,Brick,Metal,Hard,1,0,"2,000 to 4,999",1028888.0,13.843989165354884
2021-07-27,2021,4,91 to 100,Yes,3,Forced Air,Yes,1,10 or More,3,2 or Fewer,7.242797922793756,Brick,Metal,Hard,1,0,"2,000 to 4,999",810000.0,13.604789526648622
2021-07-27,2021,1,111 or More,Yes,1.5,Forced Air,Yes,1,6,3,2 or Fewer,7.231287004327616,Brick,Flat,Hard,1,0,"1,000 to 1,999",981000.0,13.7963277385475
2021-07-27,2021,3,61 to 70,No,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2.5 or More,7.763021309018518,Brick,Shingle,Hard,2 or More,1,"5,000 or More",1615000.0,14.294845514638894
2021-07-27,2021,6,101 to 110,Yes,3.5,Hot Water,Yes,1,6,3,2 or Fewer,7.38025578842646,Brick,Metal,Hard,1,1,"1,000 to 1,999",1375000.0,14.133964289082808
2021-07-27,2021,4,81 to 90,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.129297548929373,Brick,Flat,Hard,1,0,"1,000 to 1,999",793000.0,13.583578500616985
2021-07-27,2021,3,11 to 60,Yes,3.5,Dual Climate,Yes,1,7,3,2.5 or More,7.62657020629066,Brick,Shingle,Hard,1,1,999 or Fewer,1195000.0,13.993656743347747
2021-07-27,2021,1,111 or More,Yes,1.5,Other,Yes,1,6,3,2 or Fewer,7.0630481633881725,Brick,Flat,Hard,1,1,"1,000 to 1,999",966825.0,13.781772785979415
2021-07-27,2021,8,10 or Fewer,No,3.5,Forced Air,Yes,1,7,3,2.5 or More,7.397561535524052,Brick,Flat,Hard,1,1,999 or Fewer,1200000.0,13.997832114758229
2021-07-27,2021,4,101 to 110,No,1,Forced Air,Yes,1,8,3,2 or Fewer,7.24422751560335,Brick,Metal,Hard,1,1,"2,000 to 4,999",900000.0,13.710150042306449
2021-07-27,2021,4,61 to 70,Yes,1,Forced Air,Yes,1,6,2 or Fewer,2 or Fewer,6.723832440821209,Brick,Shingle,Hard,1,0,"2,000 to 4,999",570000.0,13.253391639810733
2021-07-27,2021,7,10 or Fewer,No,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.3901814282264295,Brick,Shingle,Hard,1,0,"2,000 to 4,999",560000.0,13.235692062711331
2021-07-28,2021,5,71 to 80,Yes,2.5,Hot Water,Yes,1,8,3,2 or Fewer,7.27931883541462,Brick,Tile,Hard,1,1,"2,000 to 4,999",885000.0,13.693342923990066
2021-07-28,2021,6,11 to 60,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.402451520818244,Brick,Flat,Hard,1,0,"1,000 to 1,999",1025000.0,13.840203170554645
2021-07-28,2021,7,71 to 80,Yes,2.5,Hot Water,No,1,9,3,2 or Fewer,7.5485559791698735,Brick,Shingle,Hard,1,2 or More,"5,000 or More",745000.0,13.521139497361697
2021-07-28,2021,5,81 to 90,No,1,Hot Water,No,1,7,3,2 or Fewer,7.017506142941256,Brick,Flat,Hard,1,0,"2,000 to 4,999",525000.0,13.17115354157376
2021-07-28,2021,8,81 to 90,Yes,2,Hot Water,No,1,6,4,2.5 or More,7.129297548929373,Brick,Shingle,Hard,1,0,"2,000 to 4,999",558000.0,13.232114241363448
2021-07-28,2021,4,91 to 100,Yes,3.5,Hot Water,Yes,1,9,5 or More,2.5 or More,7.731930721948486,Brick,Metal,Hard,2 or More,1,"1,000 to 1,999",1080000.0,13.892471599100402
2021-07-28,2021,3,81 to 90,Yes,2,Dual Climate,Yes,1,7,3,2 or Fewer,6.931471805599453,Brick,Metal,Hard,1,0,"1,000 to 1,999",974900.0,13.790090180617362
2021-07-28,2021,2,111 or More,Yes,3.5,Forced Air,Yes,2 or More,10 or More,4,2.5 or More,7.663407664893479,Brick,Flat,Hard,2 or More,1,999 or Fewer,1800000.0,14.403297222866392
2021-07-28,2021,1,111 or More,Yes,4 or More,Hot Water,Yes,2 or More,10 or More,5 or More,2.5 or More,8.069655306886165,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",1450000.0,14.187074114396758
2021-07-28,2021,1,101 to 110,Yes,2.5,Forced Air,Yes,2 or More,7,4,2 or Fewer,7.317212408359839,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",815000.0,13.610943392223
2021-07-28,2021,6,111 or More,Yes,2,Hot Water,Yes,1,7,3,2.5 or More,7.344719054149673,Brick,Metal,Hard,1,2 or More,999 or Fewer,940005.0,13.753640473380976
2021-07-28,2021,3,61 to 70,Yes,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2 or Fewer,8.01829613851552,Brick,Tile,Hard,2 or More,1,"2,000 to 4,999",1850000.0,14.430696197054507
2021-07-28,2021,7,81 to 90,No,1,Hot Water,No,1,6,3,2 or Fewer,6.927557906278317,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",345000.0,12.751299696013497
2021-07-28,2021,8,11 to 60,No,2.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.090076835776092,Siding and Stucco,Shingle,Hard,1,0,"1,000 to 1,999",416000.0,12.9384405392434
2021-07-28,2021,4,81 to 90,No,3,Hot Water,Yes,1,7,3,2 or Fewer,7.365180126021013,Brick,Tile,Hard,1,1,"1,000 to 1,999",990000.0,13.805460222110773
2021-07-28,2021,7,71 to 80,Yes,2.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.899723107284872,Brick,Flat,Hard,1,0,"1,000 to 1,999",510000.0,13.142166004700508
2021-07-28,2021,3,81 to 90,Yes,3.5,Dual Climate,Yes,1,10 or More,4,2 or Fewer,7.5766097669730375,Brick,Tile,Hard,1,2 or More,"5,000 or More",1670000.0,14.328334184392938
2021-07-28,2021,7,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.723832440821209,Brick,Flat,Hard,1,0,"1,000 to 1,999",480000.0,13.081541382884074
2021-07-29,2021,5,61 to 70,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.204892510204673,Brick,Flat,Hard,1,0,"2,000 to 4,999",705000.0,13.465953081794405
2021-07-29,2021,1,91 to 100,Yes,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.269616749608169,Stone,Tile,Hard,1,0,"2,000 to 4,999",1375000.0,14.133964289082808
2021-07-29,2021,4,101 to 110,Yes,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.325148957955575,Brick,Metal,Hard,1,0,"2,000 to 4,999",1148000.0,13.953531855861648
2021-07-29,2021,1,81 to 90,Yes,2.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,1,"1,000 to 1,999",907000.0,13.717897729097274
2021-07-29,2021,6,101 to 110,Yes,3.5,Forced Air,Yes,1,6,4,2 or Fewer,7.191429330036379,Brick,Shingle,Hard,1,0,"1,000 to 1,999",979000.0,13.794286921512647
2021-07-29,2021,5,101 to 110,Yes,2,Forced Air,Yes,1,7,4,2 or Fewer,7.110696122978827,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",952000.0,13.766320313773502
2021-07-29,2021,5,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.238496840894365,Brick,Metal,Hard,1,0,"1,000 to 1,999",1125000.0,13.933293593620657
2021-07-29,2021,7,81 to 90,Yes,1,Hot Water,No,1,6,3,2 or Fewer,7.249925536717988,Brick,Shingle,Hard,1,0,"2,000 to 4,999",456000.0,13.030248088496522
2021-07-29,2021,6,111 or More,No,3.5,Hot Water,Yes,1,7,3,2 or Fewer,7.103322062526113,Brick,Flat,Hard,1,0,"1,000 to 1,999",1179000.0,13.980177179519508
2021-07-29,2021,1,111 or More,Yes,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.590852123688581,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",2444000.0,14.709146599273623
2021-07-29,2021,6,111 or More,Yes,1.5,Forced Air,Yes,1,6,2 or Fewer,2 or Fewer,7.160845906664299,Brick,Metal,Hard,1,1,"1,000 to 1,999",942000.0,13.7557605535585
2021-07-29,2021,4,91 to 100,Yes,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2.5 or More,8.13739583005665,Brick,Tile,Hard,1,1,"5,000 or More",1900000.0,14.457364444136669
2021-07-29,2021,4,91 to 100,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.20934025660291,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",880000.0,13.687677186454389
2021-07-29,2021,4,91 to 100,Yes,2,Hot Water,Yes,1,9,3,2 or Fewer,7.221105098182496,Brick,Metal,Hard,1,0,"1,000 to 1,999",741000.0,13.515755904278224
2021-07-30,2021,4,91 to 100,No,1.5,Forced Air,Yes,1,6,3,2 or Fewer,7.305188215393037,Brick,Metal,Hard,1,0,"1,000 to 1,999",700000.0,13.458835614025542
2021-07-30,2021,3,71 to 80,Yes,3,Dual Climate,Yes,1,7,4,2 or Fewer,7.441906728051625,Brick,Shingle,Hard,2 or More,1,"5,000 or More",1361600.0,14.124171036801247
2021-07-30,2021,7,91 to 100,Yes,2,Hot Water,No,1,7,2 or Fewer,2 or Fewer,6.887552571664617,Brick,Flat,Hard,1,0,"1,000 to 1,999",725000.0,13.493926933836812
2021-07-30,2021,4,71 to 80,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.249925536717988,Brick,Flat,Hard,1,0,"2,000 to 4,999",695000.0,13.45166712454693
2021-07-30,2021,4,81 to 90,Yes,2,Dual Climate,Yes,1,9,3,2 or Fewer,7.294377299288821,Brick,Tile,Hard,1,1,"2,000 to 4,999",1150000.0,13.955272500339433
2021-07-30,2021,5,111 or More,Yes,2,Forced Air,No,1,7,3,2 or Fewer,7.4570320891223805,Brick,Flat,Hard,1,0,"2,000 to 4,999",750000.0,13.527828485512494
2021-08-02,2021,7,111 or More,Yes,3.5,Dual Climate,Yes,1,6,3,2.5 or More,7.307872780763706,Brick,Shingle,Hard,1,0,999 or Fewer,759000.0,13.539757056377766
2021-08-02,2021,7,91 to 100,Yes,2,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,6.638567789166521,Siding and Stucco,Shingle,Hard,1,0,"5,000 or More",499000.0,13.120361374733656
2021-08-02,2021,3,91 to 100,Yes,2,Dual Climate,Yes,1,6,3,2 or Fewer,7.1276936993473985,Brick,Shingle,Hard,1,1,"1,000 to 1,999",999000.0,13.81451005763069
2021-08-02,2021,6,111 or More,Yes,3,Dual Climate,Yes,2 or More,10 or More,3,2.5 or More,7.21890970761906,Siding and Stucco,Metal,Hard,2 or More,1,999 or Fewer,1145000.0,13.950915194970477
2021-08-03,2021,7,61 to 70,Yes,1.5,Dual Climate,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,7.080026499922591,Brick,Flat,Hard,1,0,"2,000 to 4,999",399000.0,12.896716695872
2021-08-03,2021,6,11 to 60,No,4 or More,Dual Climate,Yes,1,7,4,2.5 or More,7.454719949364001,Brick,Shingle,Hard,1,1,999 or Fewer,1165000.0,13.968231644981937
2021-08-03,2021,6,111 or More,Yes,4 or More,Hot Water,No,2 or More,10 or More,4,2.5 or More,7.551186867296149,Brick,Metal,Hard,2 or More,2 or More,999 or Fewer,1350000.0,14.115615150414612
2021-08-03,2021,4,101 to 110,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.600902459542082,Brick,Flat,Hard,1,0,"2,000 to 4,999",950000.0,13.764217263576723
2021-08-03,2021,7,91 to 100,Yes,2,Forced Air,Yes,1,6,4,2 or Fewer,6.891625897052253,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",540000.0,13.199324418540456
2021-08-03,2021,7,91 to 100,Yes,3.5,Forced Air,Yes,1,10 or More,3,2 or Fewer,7.288927694521257,Brick,Flat,Hard,1,0,"1,000 to 1,999",789500.0,13.579155112677833
2021-08-03,2021,3,71 to 80,Yes,2,Forced Air,Yes,1,6,3,2 or Fewer,7.086737934510577,Brick,Shingle,Hard,1,1,"2,000 to 4,999",995000.0,13.81049801614073
2021-08-03,2021,7,91 to 100,Yes,2,Forced Air,Yes,1,6,3,2 or Fewer,7.126087273299125,Brick,Metal,Hard,1,0,"1,000 to 1,999",880000.0,13.687677186454389
2021-08-03,2021,5,111 or More,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.165493475060845,Brick,Metal,Soft,1,0,"1,000 to 1,999",922000.0,13.734300502538732
2021-08-03,2021,5,111 or More,Yes,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.553810852008231,Siding and Stucco,Flat,Hard,1,1,"2,000 to 4,999",929500.0,13.742402086143636
2021-08-03,2021,8,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.103322062526113,Brick,Flat,Hard,1,0,"1,000 to 1,999",690000.0,13.444446876573442
2021-08-03,2021,1,101 to 110,Yes,3.5,Forced Air,Yes,2 or More,7,4,2 or Fewer,7.397561535524052,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",1500000.0,14.22097566607244
2021-08-03,2021,2,101 to 110,Yes,1,Dual Climate,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.856461984594587,Brick,Metal,Hard,1,1,999 or Fewer,810000.0,13.604789526648622
2021-08-03,2021,1,111 or More,Yes,3.5,Forced Air,Yes,2 or More,6,4,2 or Fewer,7.305188215393037,Brick,Flat,Soft,2 or More,1,"1,000 to 1,999",1085000.0,13.897090544956697
2021-08-03,2021,5,91 to 100,Yes,2,Forced Air,Yes,1,6,2 or Fewer,2 or Fewer,7.2640301428995295,Brick,Flat,Hard,1,0,"1,000 to 1,999",870000.0,13.676248490630767
2021-08-03,2021,7,71 to 80,Yes,2.5,Forced Air,Yes,1,7,5 or More,2 or Fewer,7.399398083331354,Brick,Shingle,Hard,1,1,"2,000 to 4,999",490000.0,13.102160670086809
2021-08-03,2021,6,101 to 110,No,2.5,Hot Water,No,1,8,3,2 or Fewer,7.356279876550748,Brick,Metal,Hard,1,1,999 or Fewer,1122000.0,13.930623365064779
2021-08-03,2021,4,61 to 70,Yes,3,Forced Air,Yes,1,6,4,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,0,"2,000 to 4,999",615000.0,13.329377546788654
2021-08-04,2021,6,111 or More,Yes,2.5,Hot Water,Yes,1,6,4,2 or Fewer,7.3727463664043285,Brick,Metal,Hard,1,1,"1,000 to 1,999",1398000.0,14.150553201775892
2021-08-04,2021,8,81 to 90,No,3,Hot Water,No,1,9,3,2 or Fewer,6.984716320118266,Brick,Tile,Hard,1,0,"2,000 to 4,999",310000.0,12.644327576461329
2021-08-04,2021,1,101 to 110,No,1,Hot Water,Yes,1,6,3,2 or Fewer,6.706862336602747,Brick,Metal,Hard,1,0,"1,000 to 1,999",617500.0,13.33343434748427
2021-08-04,2021,1,101 to 110,Yes,2.5,Hot Water,Yes,1,6,3,2 or Fewer,7.326465613840322,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",814000.0,13.609715644984677
2021-08-04,2021,3,81 to 90,Yes,3.5,Forced Air,Yes,1,10 or More,4,2.5 or More,8.093156697722637,Brick,Tile,Hard,1,2 or More,"5,000 or More",1950000.0,14.48333993053993
2021-08-04,2021,7,11 to 60,Yes,3,Forced Air,Yes,1,7,4,2 or Fewer,6.992096427415888,Brick,Shingle,Hard,1,0,"5,000 or More",720000.0,13.487006490992238
2021-08-04,2021,7,61 to 70,Yes,3,Forced Air,Yes,1,6,4,2 or Fewer,7.410347097821024,Brick,Shingle,Hard,1,1,"5,000 or More",587500.0,13.283631525000452
2021-08-04,2021,5,61 to 70,No,2,Dual Climate,Yes,1,6,3,2 or Fewer,7.103322062526113,Brick,Metal,Hard,1,0,"2,000 to 4,999",530000.0,13.180632285528304
2021-08-05,2021,3,71 to 80,No,3.5,Dual Climate,Yes,1,8,3,2 or Fewer,7.504391559161238,Brick,Tile,Hard,1,2 or More,"2,000 to 4,999",1495000.0,14.217636764806924
2021-08-05,2021,8,71 to 80,Yes,4 or More,Other,No,2 or More,10 or More,4,2 or Fewer,7.992944547318106,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",605000.0,13.312983737012978
2021-08-05,2021,6,91 to 100,Yes,3,Forced Air,Yes,1,7,3,2 or Fewer,7.495541943884256,Brick,Flat,Hard,1,0,"2,000 to 4,999",1262368.0,14.048499880210008
2021-08-05,2021,5,101 to 110,Yes,3,Hot Water,Yes,1,6,3,2 or Fewer,7.310550158534422,Brick,Metal,Hard,1,0,"2,000 to 4,999",915500.0,13.727225643096702
2021-08-05,2021,2,11 to 60,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.466227556215481,Brick,Flat,Hard,1,2 or More,"2,000 to 4,999",1550000.0,14.253765488895429
2021-08-05,2021,4,91 to 100,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.305188215393037,Brick,Metal,Hard,1,0,"1,000 to 1,999",899000.0,13.709038313453757
2021-08-05,2021,2,111 or More,No,1.5,Forced Air,Yes,1,6,3,2 or Fewer,7.466227556215481,Brick,Flat,Hard,1,0,"1,000 to 1,999",925000.0,13.737549016494562
2021-08-05,2021,6,91 to 100,Yes,2.5,Hot Water,Yes,2 or More,6,3,2 or Fewer,7.074963197966044,Brick,Metal,Hard,2 or More,0,999 or Fewer,900000.0,13.710150042306449
2021-08-05,2021,8,11 to 60,Yes,2.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.090076835776092,Brick,Shingle,Hard,1,1,"5,000 or More",550000.0,13.217673557208654
2021-08-05,2021,8,11 to 60,No,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.557994958530806,Brick,Shingle,Soft,1,1,"2,000 to 4,999",615000.0,13.329377546788654
2021-08-05,2021,4,91 to 100,No,2,Hot Water,No,1,8,3,2 or Fewer,7.200424892944957,Brick,Metal,Hard,1,0,"2,000 to 4,999",726000.0,13.495305293806933
2021-08-05,2021,5,91 to 100,Yes,4 or More,Forced Air,Yes,1,7,3,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,0,"1,000 to 1,999",825000.0,13.623138665316818
2021-08-05,2021,2,111 or More,Yes,2.5,Forced Air,Yes,2 or More,6,3,2 or Fewer,7.278628942320682,Brick,Metal,Hard,2 or More,1,"1,000 to 1,999",1370000.0,14.130321297804308
2021-08-05,2021,3,91 to 100,Yes,3.5,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,7.307872780763706,Brick,Metal,Hard,2 or More,1,"1,000 to 1,999",1360259.0,14.123185680757086
2021-08-05,2021,1,111 or More,Yes,3.5,Forced Air,Yes,2 or More,6,3,2 or Fewer,7.395107546562485,Brick,Flat,Hard,2 or More,0,"1,000 to 1,999",1150000.0,13.955272500339433
2021-08-05,2021,4,91 to 100,Yes,3.5,Hot Water,Yes,1,7,4,2 or Fewer,7.31986492980897,Brick,Flat,Hard,1,1,"1,000 to 1,999",941000.0,13.754698418567516
2021-08-05,2021,1,111 or More,Yes,2.5,Forced Air,Yes,1,6,3,2.5 or More,7.374629015218945,Brick,Flat,Hard,1,0,999 or Fewer,905000.0,13.715690222682063
2021-08-05,2021,5,101 to 110,No,1,Hot Water,No,1,6,3,2 or Fewer,6.927557906278317,Brick,Flat,Soft,1,0,"1,000 to 1,999",530000.0,13.180632285528304
2021-08-06,2021,8,71 to 80,Yes,1.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.1853870155804165,Brick,Flat,Hard,1,0,"2,000 to 4,999",370000.0,12.821258284620408
