saledate,saledate_y,ward,age,rmdl,ttl_bathrms,heat_d,ac,num_units,rooms,bedrms,stories,log_gba,extwall_d,roof_d,floor_d,kitchens,fireplaces,landarea,price,log_price
2020-11-27,2020,4,91 to 100,Yes,2.5,Forced Air,Yes,1,8,4,2 or Fewer,7.221105098182496,Brick,Shingle,Hard,1,0,"2,000 to 4,999",792000.0,13.582316670796564
2020-11-27,2020,5,91 to 100,Yes,3.5,Forced Air,Yes,1,7,5 or More,2 or Fewer,7.4360278163518485,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",999000.0,13.81451005763069
2020-11-27,2020,5,91 to 100,No,1,Hot Water,No,1,7,3,2 or Fewer,6.982862751468942,Brick,Flat,Hard,1,0,"1,000 to 1,999",550000.0,13.217673557208654
2020-11-27,2020,7,81 to 90,Yes,1.5,Forced Air,Yes,1,7,3,2 or Fewer,7.229113877793302,Brick,Shingle,Hard,1,0,"2,000 to 4,999",444000.0,13.003579841414362
2020-11-30,2020,8,71 to 80,Yes,4 or More,Hot Water,No,2 or More,10 or More,4,2 or Fewer,7.937374696163295,Brick,Flat,Hard,2 or More,0,"5,000 or More",570000.0,13.253391639810733
2020-11-30,2020,2,91 to 100,Yes,4 or More,Dual Climate,Yes,1,6,5 or More,2 or Fewer,7.669495251007694,Brick,Metal,Hard,1,1,"2,000 to 4,999",1685000.0,14.3372761217686
2020-12-01,2020,2,111 or More,Yes,3.5,Other,Yes,2 or More,5 or Fewer,3,2 or Fewer,7.143617602704121,Brick,Metal,Hard,2 or More,1,"1,000 to 1,999",990000.0,13.805460222110773
2020-12-01,2020,3,81 to 90,Yes,3.5,Hot Water,Yes,1,7,3,2 or Fewer,7.194436851100335,Brick,Metal,Hard,1,2 or More,"1,000 to 1,999",1103020.0,13.913562430437524
2020-12-02,2020,5,91 to 100,No,2,Forced Air,Yes,1,6,3,2 or Fewer,7.326465613840322,Brick,Metal,Hard,1,0,"2,000 to 4,999",795111.0,13.586237006531645
2020-12-02,2020,5,111 or More,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.549609165154532,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",790000.0,13.579788224443204
2020-12-02,2020,3,81 to 90,No,3,Dual Climate,Yes,1,10 or More,5 or More,2 or Fewer,7.8343923029104365,Brick,Shingle,Hard,1,1,"5,000 or More",1500000.0,14.22097566607244
2020-12-02,2020,3,71 to 80,Yes,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2.5 or More,8.290292591224315,Brick,Tile,Hard,1,2 or More,"5,000 or More",1875000.0,14.444119217386648
2020-12-02,2020,4,91 to 100,No,2,Dual Climate,Yes,1,8,4,2 or Fewer,7.493317248862145,Brick,Flat,Hard,1,1,"2,000 to 4,999",655000.0,13.39239051461739
2020-12-02,2020,5,71 to 80,Yes,2.5,Forced Air,Yes,1,8,3,2 or Fewer,6.931471805599453,Brick,Flat,Hard,1,0,"1,000 to 1,999",640000.0,13.369223455335854
2020-12-02,2020,6,101 to 110,Yes,4 or More,Forced Air,Yes,1,6,3,2 or Fewer,7.234177179749849,Brick,Flat,Hard,1,0,"1,000 to 1,999",1320000.0,14.093142294562554
2020-12-02,2020,4,91 to 100,Yes,2.5,Hot Water,Yes,1,8,5 or More,2 or Fewer,7.671360923190644,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",640000.0,13.369223455335854
2020-12-02,2020,5,101 to 110,Yes,1.5,Hot Water,No,1,6,3,2 or Fewer,7.226936018493289,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",645000.0,13.37700559577791
2020-12-03,2020,7,10 or Fewer,No,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.560080465021827,Siding and Stucco,Shingle,Hard,1,0,"5,000 or More",606000.0,13.314635265051452
2020-12-03,2020,4,101 to 110,No,1,Hot Water,No,1,6,2 or Fewer,2 or Fewer,6.833031732786201,Brick,Metal,Hard,1,0,"1,000 to 1,999",522000.0,13.165422866864775
2020-12-03,2020,8,10 or Fewer,No,3.5,Dual Climate,Yes,1,10 or More,4,2 or Fewer,7.572502985020384,Brick,Shingle,Hard,1,1,"5,000 or More",601000.0,13.306350213517344
2020-12-03,2020,6,111 or More,Yes,2,Forced Air,Yes,2 or More,7,3,2 or Fewer,7.080026499922591,Brick,Metal,Hard,2 or More,2 or More,999 or Fewer,899000.0,13.709038313453757
2020-12-03,2020,1,101 to 110,Yes,4 or More,Dual Climate,Yes,2 or More,10 or More,5 or More,2.5 or More,7.860185057472165,Brick,Metal,Hard,2 or More,2 or More,"2,000 to 4,999",2100000.0,14.557447902693651
2020-12-03,2020,5,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.138866999945524,Brick,Flat,Hard,1,0,999 or Fewer,780000.0,13.567049198665774
2020-12-03,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.329093736246592,Brick,Shingle,Hard,1,1,"2,000 to 4,999",752500.0,13.531156275605168
2020-12-03,2020,6,111 or More,Yes,1.5,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.931471805599453,Brick,Metal,Hard,1,0,999 or Fewer,827500.0,13.626164386233356
2020-12-03,2020,6,111 or More,Yes,1.5,Forced Air,Yes,1,6,2 or Fewer,2 or Fewer,7.189922170745808,Brick,Metal,Hard,1,0,"1,000 to 1,999",800000.0,13.592367006650065
2020-12-03,2020,7,61 to 70,Yes,2,Forced Air,Yes,1,6,3,2 or Fewer,6.802394763324311,Brick,Flat,Hard,1,0,"1,000 to 1,999",440000.0,12.994530005894443
2020-12-03,2020,6,111 or More,Yes,3,Forced Air,Yes,2 or More,10 or More,4,2 or Fewer,7.7706452341291765,Brick,Flat,Hard,2 or More,0,"1,000 to 1,999",1236000.0,14.027390916999773
2020-12-03,2020,3,71 to 80,Yes,3.5,Dual Climate,Yes,1,10 or More,3,2.5 or More,7.827240901752812,Brick,Tile,Hard,1,1,"5,000 or More",1450000.0,14.187074114396758
2020-12-03,2020,5,81 to 90,Yes,2.5,Forced Air,Yes,2 or More,10 or More,4,2 or Fewer,7.412160334945205,Siding and Stucco,Shingle,Hard,2 or More,1,"2,000 to 4,999",635000.0,13.36138027787483
2020-12-03,2020,6,101 to 110,Yes,2.5,Forced Air,Yes,2 or More,7,3,2.5 or More,6.933423025730715,Brick,Metal,Hard,2 or More,2 or More,999 or Fewer,905000.0,13.715690222682063
2020-12-03,2020,3,91 to 100,Yes,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2 or Fewer,7.562681246721884,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",1815000.0,14.411596025681089
2020-12-03,2020,4,91 to 100,Yes,3,Hot Water,Yes,2 or More,7,4,2 or Fewer,7.444248649496705,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",870000.0,13.676248490630767
2020-12-03,2020,5,91 to 100,Yes,3.5,Forced Air,Yes,1,6,3,2 or Fewer,7.140453043101158,Brick,Flat,Hard,1,0,"1,000 to 1,999",670000.0,13.415032991367148
2020-12-03,2020,1,101 to 110,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.438383530044307,Brick,Metal,Hard,1,1,"2,000 to 4,999",1175000.0,13.976778705560397
2020-12-03,2020,7,71 to 80,No,4 or More,Hot Water,No,2 or More,10 or More,5 or More,2 or Fewer,8.131530710604252,Brick,Metal,Soft,2 or More,0,"2,000 to 4,999",795000.0,13.58609739363647
2020-12-03,2020,8,11 to 60,No,2.5,Forced Air,Yes,1,6,4,2.5 or More,7.620705086838262,Siding and Stucco,Shingle,Hard,1,0,"1,000 to 1,999",424900.0,12.959609126102903
2020-12-03,2020,4,91 to 100,No,1,Hot Water,No,1,6,2 or Fewer,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,0,"2,000 to 4,999",635000.0,13.36138027787483
2020-12-03,2020,7,91 to 100,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.191429330036379,Brick,Metal,Hard,1,0,"1,000 to 1,999",980000.0,13.795307850646754
2020-12-03,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.402451520818244,Brick,Flat,Hard,1,0,"1,000 to 1,999",870000.0,13.676248490630767
2020-12-03,2020,6,11 to 60,Yes,4 or More,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.3777589082278725,Siding and Stucco,Metal,Hard,1,1,"2,000 to 4,999",1850000.0,14.430696197054507
2020-12-03,2020,7,71 to 80,Yes,1,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.96979066990159,Brick,Metal,Hard,1,0,999 or Fewer,290000.0,12.577636201962656
2020-12-03,2020,5,71 to 80,No,1.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.1459844677143876,Brick,Shingle,Hard,1,0,"2,000 to 4,999",468100.0,13.056437227288162
2020-12-03,2020,6,101 to 110,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.488293515159428,Brick,Flat,Hard,1,0,"1,000 to 1,999",1389000.0,14.14409462173648
2020-12-03,2020,4,61 to 70,No,2,Forced Air,Yes,1,6,3,2 or Fewer,7.1459844677143876,Brick,Flat,Hard,1,0,"2,000 to 4,999",570000.0,13.253391639810733
2020-12-03,2020,3,101 to 110,Yes,4 or More,Dual Climate,Yes,2 or More,10 or More,5 or More,2.5 or More,8.032035314398824,Brick,Metal,Hard,2 or More,2 or More,"2,000 to 4,999",2000000.0,14.508657738524219
2020-12-03,2020,6,101 to 110,Yes,2.5,Other,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,7.4999765409521215,Brick,Metal,Hard,1,1,"1,000 to 1,999",888500.0,13.697289926576843
2020-12-03,2020,4,61 to 70,Yes,2,Forced Air,Yes,1,7,3,2 or Fewer,7.21890970761906,Brick,Shingle,Hard,1,0,"2,000 to 4,999",760000.0,13.541073712262515
2020-12-03,2020,7,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,3,2 or Fewer,6.697034247666484,Brick,Shingle,Hard,1,2 or More,"1,000 to 1,999",435000.0,12.983101310070822
2020-12-03,2020,7,11 to 60,No,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.3395376954076745,Siding and Stucco,Shingle,Hard,1,0,"5,000 or More",504000.0,13.130331547053506
2020-12-03,2020,4,81 to 90,Yes,2.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.4673710669175595,Brick,Flat,Hard,1,0,"5,000 or More",800000.0,13.592367006650065
2020-12-03,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.109062135687172,Brick,Metal,Hard,1,0,"2,000 to 4,999",865000.0,13.670484785914017
2020-12-03,2020,3,91 to 100,No,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.799753318287247,Brick,Shingle,Hard,1,1,"5,000 or More",1620000.0,14.297936707208567
2020-12-03,2020,5,10 or Fewer,No,3.5,Forced Air,Yes,1,6,3,2.5 or More,7.242797922793756,Brick,Flat,Hard,1,0,999 or Fewer,828000.0,13.626768433367397
2020-12-04,2020,2,91 to 100,No,2,Hot Water,Yes,1,8,3,2 or Fewer,7.1180162044653335,Brick,Flat,Hard,1,0,999 or Fewer,885000.0,13.693342923990066
2020-12-04,2020,7,91 to 100,Yes,3.5,Forced Air,Yes,2 or More,8,4,2 or Fewer,7.22402480828583,Brick,Shingle,Hard,2 or More,0,"2,000 to 4,999",1040000.0,13.854731271117556
2020-12-04,2020,5,111 or More,Yes,3.5,Forced Air,Yes,2 or More,8,5 or More,2.5 or More,7.6255950721324535,Brick,Flat,Hard,2 or More,2 or More,"2,000 to 4,999",1080000.0,13.892471599100402
2020-12-04,2020,7,11 to 60,No,3.5,Forced Air,Yes,1,10 or More,4,2.5 or More,7.828436359157585,Brick,Flat,Hard,1,1,"2,000 to 4,999",400000.0,12.89921982609012
2020-12-04,2020,8,11 to 60,Yes,1.5,Dual Climate,Yes,1,8,4,2 or Fewer,7.072421900537371,Brick,Shingle,Hard,1,0,"1,000 to 1,999",407000.0,12.916568464424731
2020-12-04,2020,1,101 to 110,Yes,1,Hot Water,Yes,1,6,3,2 or Fewer,6.706862336602747,Brick,Metal,Hard,1,0,"1,000 to 1,999",600000.0,13.304684934198283
2020-12-04,2020,7,61 to 70,Yes,2,Forced Air,Yes,1,6,3,2 or Fewer,6.723832440821209,Brick,Shingle,Hard,1,0,"1,000 to 1,999",449900.0,13.016780614829264
2020-12-04,2020,7,11 to 60,No,2,Dual Climate,Yes,1,6,2 or Fewer,2 or Fewer,7.069023426578259,Brick,Shingle,Hard,1,0,"5,000 or More",375000.0,12.834681304952548
2020-12-04,2020,2,11 to 60,No,2,Dual Climate,Yes,2 or More,9,3,2 or Fewer,7.212294468500341,Brick,Flat,Hard,2 or More,0,"1,000 to 1,999",1315000.0,14.089347223594002
2020-12-04,2020,3,91 to 100,Yes,1.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.160845906664299,Brick,Metal,Hard,1,0,"2,000 to 4,999",921000.0,13.733215315237445
2020-12-04,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.426549072397305,Brick,Metal,Hard,1,0,"1,000 to 1,999",915000.0,13.726679344257658
2020-12-04,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.60887062919126,Siding and Stucco,Shingle,Hard,1,0,"2,000 to 4,999",980000.0,13.795307850646754
2020-12-04,2020,7,71 to 80,Yes,2,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.684611727667927,Brick,Shingle,Hard,1,0,"2,000 to 4,999",385000.0,12.86099861326992
2020-12-04,2020,4,101 to 110,Yes,3.5,Hot Water,Yes,1,8,4,2 or Fewer,7.315883504509785,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",978000.0,13.793264949016955
2020-12-04,2020,4,81 to 90,Yes,3.5,Forced Air,Yes,1,6,4,2 or Fewer,7.197435354096591,Brick,Metal,Hard,1,0,"1,000 to 1,999",795000.0,13.58609739363647
2020-12-04,2020,6,111 or More,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.426549072397305,Brick,Flat,Hard,1,0,"1,000 to 1,999",1275000.0,14.058456736574664
2020-12-04,2020,1,101 to 110,Yes,2,Hot Water,No,1,8,3,2 or Fewer,7.408530566894626,Brick,Metal,Hard,1,0,"1,000 to 1,999",840000.0,13.641157170819497
2020-12-04,2020,5,81 to 90,Yes,2,Hot Water,Yes,1,6,3,2 or Fewer,7.365180126021013,Brick,Metal,Hard,1,0,"2,000 to 4,999",717000.0,13.482831119581757
2020-12-04,2020,4,101 to 110,Yes,3.5,Forced Air,Yes,2 or More,8,5 or More,2 or Fewer,7.496652438168283,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",1275000.0,14.058456736574664
2020-12-07,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.076653815443951,Brick,Flat,Hard,1,0,"1,000 to 1,999",699000.0,13.457406021215947
2020-12-07,2020,8,101 to 110,Yes,2,Forced Air,No,1,6,3,2 or Fewer,6.9411900550683745,Brick,Metal,Hard,1,0,"1,000 to 1,999",405000.0,12.911642346088676
2020-12-07,2020,4,101 to 110,Yes,3.5,Hot Water,Yes,1,6,4,2 or Fewer,7.570443252057374,Brick,Metal,Hard,2 or More,1,"2,000 to 4,999",1055000.0,13.869051324892304
2020-12-07,2020,8,11 to 60,Yes,2.5,Dual Climate,Yes,1,7,3,2 or Fewer,7.080026499922591,Brick,Shingle,Hard,1,0,"1,000 to 1,999",416000.0,12.9384405392434
2020-12-07,2020,3,11 to 60,No,4 or More,Dual Climate,Yes,1,10 or More,5 or More,2.5 or More,8.140898460607852,Brick,Tile,Hard,1,1,"5,000 or More",1360000.0,14.122995257712235
2020-12-07,2020,1,101 to 110,No,1.5,Hot Water,No,1,6,3,2 or Fewer,7.388946097618437,Brick,Metal,Hard,1,0,"2,000 to 4,999",830000.0,13.62918097977278
2020-12-07,2020,5,71 to 80,Yes,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.022868086082641,Brick,Flat,Hard,1,0,"2,000 to 4,999",633000.0,13.358225701126313
2020-12-07,2020,1,91 to 100,Yes,3.5,Hot Water,Yes,1,7,4,2.5 or More,7.878534196140362,Brick,Shingle,Hard,1,1,"2,000 to 4,999",1460000.0,14.19394699368452
2020-12-07,2020,6,111 or More,No,2,Hot Water,No,1,7,3,2 or Fewer,7.357556200910353,Brick,Metal,Hard,1,0,"1,000 to 1,999",847000.0,13.649455973634192
2020-12-07,2020,5,61 to 70,No,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.3938782901077555,Brick,Flat,Hard,1,0,"2,000 to 4,999",601000.0,13.306350213517344
2020-12-08,2020,5,91 to 100,No,2.5,Hot Water,No,1,7,4,2 or Fewer,7.4570320891223805,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",765000.0,13.547631112808673
2020-12-08,2020,6,111 or More,Yes,3.5,Forced Air,Yes,1,6,3,2 or Fewer,7.294377299288821,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",1005000.0,13.820498099475314
2020-12-08,2020,4,91 to 100,No,2,Hot Water,No,1,6,2 or Fewer,2 or Fewer,6.723832440821209,Brick,Metal,Hard,1,0,"1,000 to 1,999",550000.0,13.217673557208654
2020-12-08,2020,5,71 to 80,Yes,1,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.684611727667927,Brick,Flat,Hard,1,0,"1,000 to 1,999",410000.0,12.92391243868049
2020-12-08,2020,5,91 to 100,Yes,3.5,Forced Air,Yes,1,7,4,2 or Fewer,7.114769448366463,Brick,Metal,Hard,1,0,"1,000 to 1,999",850000.0,13.652991628466498
2020-12-08,2020,6,101 to 110,Yes,3,Forced Air,Yes,1,7,3,2 or Fewer,7.6128310304073565,Brick,Shingle,Hard,1,1,"2,000 to 4,999",1115000.0,13.924364962876357
2020-12-08,2020,3,61 to 70,No,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.272398392570047,Brick,Shingle,Hard,1,1,"2,000 to 4,999",845000.0,13.64709190633931
2020-12-08,2020,2,111 or More,Yes,4 or More,Dual Climate,Yes,2 or More,10 or More,4,2 or Fewer,7.986164860332727,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",2100000.0,14.557447902693651
2020-12-08,2020,2,111 or More,Yes,3,Forced Air,Yes,1,7,3,2 or Fewer,7.24422751560335,Brick,Metal,Hard,2 or More,1,999 or Fewer,1049900.0,13.864205479503033
2020-12-08,2020,6,101 to 110,Yes,4 or More,Other,Yes,1,9,5 or More,2 or Fewer,7.973844375944687,Brick,Metal,Hard,1,0,"2,000 to 4,999",2300000.0,14.648419680899378
2020-12-08,2020,7,71 to 80,No,1.5,Dual Climate,Yes,1,6,3,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,0,"1,000 to 1,999",365000.0,12.80765263256463
2020-12-08,2020,6,101 to 110,Yes,3.5,Forced Air,Yes,2 or More,6,4,2 or Fewer,7.1853870155804165,Brick,Shingle,Hard,2 or More,0,"1,000 to 1,999",1056000.0,13.869998743248344
2020-12-08,2020,1,91 to 100,Yes,2.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.731930721948486,Brick,Metal,Hard,1,1,"2,000 to 4,999",1375000.0,14.133964289082808
2020-12-08,2020,3,81 to 90,No,2,Hot Water,Yes,1,7,3,2 or Fewer,7.194436851100335,Brick,Metal,Hard,1,0,"1,000 to 1,999",915000.0,13.726679344257658
2020-12-08,2020,4,61 to 70,Yes,1.5,Dual Climate,Yes,1,6,3,2 or Fewer,6.992096427415888,Brick,Flat,Hard,1,0,"2,000 to 4,999",575000.0,13.262125319779487
2020-12-08,2020,4,81 to 90,Yes,3.5,Forced Air,Yes,1,10 or More,3,2 or Fewer,7.43307534889858,Brick,Metal,Hard,1,2 or More,"1,000 to 1,999",894000.0,13.703461054155651
2020-12-08,2020,6,91 to 100,Yes,1.5,Forced Air,Yes,1,6,2 or Fewer,2 or Fewer,7.098375638590786,Brick,Flat,Hard,1,1,"1,000 to 1,999",791000.0,13.581053246749791
2020-12-09,2020,1,111 or More,Yes,4 or More,Dual Climate,Yes,2 or More,8,5 or More,2.5 or More,7.871692664323645,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",1440000.0,14.180153671552183
2020-12-09,2020,4,91 to 100,Yes,3,Hot Water,Yes,2 or More,8,5 or More,2 or Fewer,7.438383530044307,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",920000.0,13.732128949025222
2020-12-09,2020,3,71 to 80,Yes,3.5,Dual Climate,Yes,1,10 or More,5 or More,2 or Fewer,7.902487437162855,Brick,Tile,Hard,2 or More,2 or More,"5,000 or More",1672000.0,14.329531072626784
2020-12-09,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,8,4,2 or Fewer,7.402451520818244,Brick,Metal,Hard,1,0,"1,000 to 1,999",940000.0,13.753635154246187
2020-12-09,2020,4,91 to 100,No,1,Hot Water,No,1,6,3,2 or Fewer,7.090076835776092,Brick,Metal,Hard,1,0,"1,000 to 1,999",570000.0,13.253391639810733
2020-12-09,2020,8,71 to 80,Yes,2,Dual Climate,Yes,1,7,3,2 or Fewer,6.931471805599453,Brick,Flat,Hard,1,0,"2,000 to 4,999",415000.0,12.936033799212835
2020-12-09,2020,8,81 to 90,No,1,Hot Water,No,1,5 or Fewer,2 or Fewer,2 or Fewer,7.117205503164344,Brick,Shingle,Hard,1,1,"2,000 to 4,999",325000.0,12.691580461311874
2020-12-10,2020,7,91 to 100,Yes,3.5,Hot Water,No,2 or More,7,3,2 or Fewer,7.325148957955575,Stone,Shingle,Hard,1,0,"2,000 to 4,999",525000.0,13.17115354157376
2020-12-10,2020,4,91 to 100,Yes,3.5,Hot Water,No,1,8,5 or More,2 or Fewer,7.197435354096591,Brick,Metal,Hard,1,0,"1,000 to 1,999",900000.0,13.710150042306449
2020-12-10,2020,6,71 to 80,No,1.5,Hot Water,Yes,1,6,3,2 or Fewer,7.842671474979457,Brick,Metal,Hard,1,0,"2,000 to 4,999",1525000.0,14.237504968023648
2020-12-10,2020,4,91 to 100,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.255591274253665,Brick,Metal,Hard,1,0,"1,000 to 1,999",907500.0,13.718448845121143
2020-12-10,2020,5,111 or More,Yes,2.5,Forced Air,Yes,1,6,3,2 or Fewer,7.1853870155804165,Brick,Flat,Hard,1,0,999 or Fewer,750000.0,13.527828485512494
2020-12-10,2020,3,91 to 100,Yes,4 or More,Forced Air,Yes,1,6,4,2.5 or More,7.893572073504902,Siding and Stucco,Shingle,Hard,1,1,"5,000 or More",2065000.0,14.54064078437727
2020-12-10,2020,3,81 to 90,No,3.5,Dual Climate,Yes,1,7,4,2 or Fewer,7.558516743045645,Brick,Tile,Hard,1,2 or More,"2,000 to 4,999",1185000.0,13.985253332551368
2020-12-10,2020,5,111 or More,Yes,4 or More,Forced Air,Yes,1,9,5 or More,2.5 or More,7.779885115070522,Brick,Flat,Hard,2 or More,1,"2,000 to 4,999",1510000.0,14.227620208791107
2020-12-11,2020,2,101 to 110,Yes,4 or More,Forced Air,Yes,2 or More,10 or More,5 or More,2.5 or More,7.9865049385539955,Brick,Flat,Hard,2 or More,2 or More,"2,000 to 4,999",1820000.0,14.414347059052979
2020-12-11,2020,8,10 or Fewer,No,3.5,Forced Air,Yes,1,8,3,2 or Fewer,7.492203042618741,Brick,Flat,Hard,1,1,999 or Fewer,1400000.0,14.151982794585487
2020-12-11,2020,3,11 to 60,No,4 or More,Dual Climate,Yes,1,6,3,2.5 or More,7.61085279039525,Brick,Shingle,Hard,1,1,"1,000 to 1,999",1000000.0,13.815510557964274
2020-12-11,2020,7,81 to 90,No,2.5,Forced Air,Yes,1,7,2 or Fewer,2 or Fewer,7.049254841255837,Brick,Flat,Hard,1,0,"2,000 to 4,999",442000.0,12.999065161059836
2020-12-11,2020,4,11 to 60,No,4 or More,Dual Climate,Yes,1,9,4,2.5 or More,7.990238185720363,Brick,Tile,Hard,1,1,"2,000 to 4,999",1285000.0,14.066269276311457
2020-12-11,2020,3,11 to 60,Yes,4 or More,Dual Climate,Yes,1,9,3,2 or Fewer,8.06054004653864,Brick,Shingle,Hard,1,1,"5,000 or More",1525000.0,14.237504968023648
2020-12-11,2020,7,71 to 80,Yes,2.5,Forced Air,Yes,1,7,3,2 or Fewer,7.091742115095153,Brick,Flat,Hard,1,0,"2,000 to 4,999",424900.0,12.959609126102903
2020-12-11,2020,3,81 to 90,No,2.5,Hot Water,No,1,8,4,2 or Fewer,7.409741954080923,Brick,Tile,Hard,1,1,"2,000 to 4,999",1020000.0,13.835313185260453
2020-12-11,2020,4,81 to 90,No,2,Hot Water,No,1,6,3,2 or Fewer,7.315883504509785,Brick,Tile,Hard,1,2 or More,"1,000 to 1,999",645000.0,13.37700559577791
2020-12-11,2020,3,91 to 100,Yes,3.5,Dual Climate,Yes,1,9,5 or More,2 or Fewer,7.679251425953058,Brick,Shingle,Hard,1,1,"5,000 or More",1650000.0,14.316285845876763
2020-12-11,2020,4,81 to 90,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.475339236566737,Brick,Flat,Hard,1,1,"2,000 to 4,999",880000.0,13.687677186454389
2020-12-14,2020,1,111 or More,Yes,2.5,Forced Air,Yes,2 or More,10 or More,4,2 or Fewer,7.273786317844895,Brick,Metal,Hard,2 or More,0,"1,000 to 1,999",870000.0,13.676248490630767
2020-12-14,2020,4,101 to 110,Yes,2,Hot Water,Yes,1,8,4,2 or Fewer,7.1929342212158,Brick,Metal,Hard,1,1,"1,000 to 1,999",975454.0,13.790658282628485
2020-12-14,2020,2,61 to 70,Yes,3.5,Forced Air,Yes,1,10 or More,4,2 or Fewer,7.426549072397305,Brick,Shingle,Hard,2 or More,1,"1,000 to 1,999",1765000.0,14.383661248349535
2020-12-14,2020,5,91 to 100,Yes,2,Forced Air,Yes,1,9,4,2 or Fewer,7.21081845347222,Brick,Metal,Hard,2 or More,0,"2,000 to 4,999",725000.0,13.493926933836812
2020-12-14,2020,6,101 to 110,Yes,2.5,Hot Water,Yes,1,7,4,2 or Fewer,7.454719949364001,Brick,Flat,Hard,1,0,"1,000 to 1,999",1305904.0,14.082406079225478
2020-12-14,2020,5,81 to 90,Yes,4 or More,Hot Water,No,2 or More,10 or More,5 or More,2 or Fewer,7.80057265467065,Brick,Flat,Hard,2 or More,0,"2,000 to 4,999",1050000.0,13.864300722133706
2020-12-14,2020,6,111 or More,Yes,2,Forced Air,Yes,1,8,2 or Fewer,2 or Fewer,7.2909747781429814,Brick,Flat,Hard,1,0,"1,000 to 1,999",875000.0,13.681979165339751
2020-12-14,2020,6,81 to 90,No,2,Hot Water,No,2 or More,6,2 or Fewer,2 or Fewer,6.992096427415888,Brick,Flat,Hard,2 or More,0,"1,000 to 1,999",573113.0,13.258838183932882
2020-12-14,2020,3,81 to 90,No,2.5,Hot Water,Yes,1,8,4,2 or Fewer,7.38770923908104,Brick,Tile,Soft,1,1,"2,000 to 4,999",830000.0,13.62918097977278
2020-12-14,2020,5,61 to 70,No,2,Forced Air,No,2 or More,8,2 or Fewer,2 or Fewer,6.992096427415888,Brick,Flat,Soft,2 or More,0,"2,000 to 4,999",499000.0,13.120361374733656
2020-12-14,2020,6,111 or More,Yes,1,Forced Air,Yes,1,5 or Fewer,2 or Fewer,2 or Fewer,6.877296071497429,Brick,Metal,Hard,1,1,999 or Fewer,699950.0,13.458764182902971
